services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
parcel,2024-06-27,05:58:20,cancelled,Ashok Nagar,Electronic City Phase 3,8,RD7847563341964519,24.49,,,,
auto share,2024-07-12,01:19:20,completed,Koramangala East,Vijayanagar,111,RD8494414988182978,11.94,599.02,33.41,632.43,phonePy
parcel,2024-07-21,03:40:20,cancelled,Cubbon Road,Hebbal Dasarahalli,105,RD6591532525898868,45.28,,,,
auto share,2024-07-13,05:57:20,completed,Malleshwaram Central,Kalyan Nagar,46,RD4187471250325095,3.18,579.15,24.8,603.9499999999999,GPay
parcel,2024-07-12,09:25:20,completed,MG Road Commercial Street,Sanjay Nagar,51,RD6928918182959317,48.14,433.16,13.98,447.14000000000004,Paytm
parcel,2024-07-06,22:26:20,completed,Whitefield Nallurhalli,Marathahalli South,49,RD2124716939102238,43.93,813.07,31.2,844.2700000000001,GPay
parcel,2024-07-01,16:55:20,cancelled,Jayanagar 8th Block East,Rajajinagar 1st Block,14,RD3011583365656772,4.7,,,,
cab economy,2024-07-16,15:37:20,cancelled,JP Nagar 9th Phase,Brigade Road Forum Mall,97,RD4924831942722894,40.33,,,,
cab premium,2024-07-21,10:14:20,completed,Banashankari 7th Stage,Banashankari 10th Stage,73,RD4972538694220563,38.85,604.96,45.87,650.83,QR scan
auto share,2024-07-23,00:25:20,cancelled,Indiranagar 4th Stage,Yeshwanthpur,29,RD7492758783917382,31.22,,,,
cab economy,2024-07-04,16:32:20,cancelled,Varthur,Electronic City North,19,RD7505888018944092,35.51,,,,
bike,2024-07-05,23:02:20,cancelled,Banashankari 10th Stage,JP Nagar 2nd Phase,61,RD2892422817718605,1.78,,,,
bike,2024-07-01,13:08:20,cancelled,Banashankari 6th Stage,Indiranagar 6th Stage,10,RD1997413502799384,10.1,,,,
auto,2024-06-27,12:38:20,cancelled,Brigade Road Mayo Hall,JP Nagar Phase 4,109,RD2199620225775612,48.36,,,,
bike,2024-07-11,00:25:20,cancelled,Banashankari 2nd Stage,Malleshwaram South,101,RD4730106114834365,35.39,,,,
cab economy,2024-07-03,09:23:20,cancelled,Residency Road,Hennur,21,RD6742538487811214,49.61,,,,
cab economy,2024-07-23,19:43:20,cancelled,Banashankari 6th Stage,JP Nagar 1st Phase,67,RD5040258614376417,42.5,,,,
bike lite,2024-06-27,17:39:20,completed,Electronic City West,Magadi Road,75,RD9793525546694592,3.84,698.32,17.29,715.61,Cash
parcel,2024-06-24,18:07:20,completed,Marathahalli,Indiranagar 6th Stage,6,RD2139851135190295,48.14,150.29,34.21,184.5,phonePy
auto share,2024-07-12,06:19:20,cancelled,Hebbal Dasarahalli,Banashankari 10th Stage,112,RD9094614672569908,25.55,,,,
parcel,2024-07-10,10:01:20,completed,Rajajinagar 4th Block,KR Puram,40,RD9178233843229908,35.77,67.96,28.94,96.89999999999999,Amazon Pay
bike,2024-07-10,07:24:20,completed,Banashankari 10th Stage,Jayanagar 10th Block East,44,RD4344832564441605,3.27,51.8,15.77,67.57,Amazon Pay
auto share,2024-07-13,03:20:20,cancelled,HSR Layout,HSR Layout Sector 8 North,59,RD4182158257331104,20.25,,,,
cab premium,2024-06-26,02:49:20,cancelled,HSR Layout Sector 1 North,HSR Layout Sector 10,57,RD8147762199442584,15.37,,,,
auto,2024-07-04,01:45:20,cancelled,Panathur,KR Puram,98,RD7160500077722047,23.23,,,,
auto,2024-07-05,20:21:20,cancelled,Koramangala 3rd Block,Ashok Nagar,91,RD5820564579437173,23.38,,,,
auto share,2024-07-11,19:18:20,completed,Sadashivanagar,HSR Layout Sector 9 North,103,RD7553536872520846,7.86,736.64,29.12,765.76,phonePy
parcel,2024-07-02,14:40:20,cancelled,Koramangala 9th Block,MG Road East,95,RD4176170437047524,22.6,,,,
bike,2024-06-30,02:15:20,cancelled,Seshadripuram,Banashankari 8th Stage,19,RD9598791253867004,33.93,,,,
cab premium,2024-07-04,00:20:20,cancelled,Commercial Street,Bagmane Tech Park,49,RD2185197405733040,9.79,,,,
bike lite,2024-07-02,16:03:20,completed,HSR Layout Sector 7 South,Brigade Road Mayo Hall,16,RD6488515217205046,8.16,536.08,9.81,545.89,Paytm
bike lite,2024-07-03,00:30:20,completed,Infantry Road,Brigade Road Residency Road,35,RD5824950200772031,47.55,398.36,28.15,426.51,Paytm
cab premium,2024-06-25,21:48:20,completed,HSR Layout Sector 2 South,Malleshwaram Central,50,RD7301523928681783,8.82,252.04,47.87,299.90999999999997,Amazon Pay
auto,2024-06-23,08:15:20,cancelled,HSR Layout Sector 10 North,Murphy Town,41,RD8958108234730221,27.91,,,,
bike lite,2024-07-22,00:44:20,cancelled,Indiranagar 4th Stage,Koramangala North,109,RD9613174601030557,48.88,,,,
auto,2024-07-12,02:40:20,completed,Koramangala 6th Block,MG Road Naga Theatre,21,RD5396390491554650,28.24,352.75,21.26,374.01,Cash
cab premium,2024-07-22,14:07:20,cancelled,Koramangala 8th Block,Rajajinagar,10,RD4399691200015055,14.49,,,,
cab premium,2024-07-08,23:47:20,completed,Richmond Town,Yelahanka,34,RD3047208542408364,46.65,790.05,24.7,814.75,QR scan
cab economy,2024-07-01,07:57:20,completed,MG Road West,Varthur,75,RD9540848072372524,32.0,731.5,31.98,763.48,phonePy
auto share,2024-07-14,05:51:20,completed,Whitefield South,Jayanagar 10th Block,32,RD3105838705899832,12.82,573.18,0.98,574.16,Cash
cab premium,2024-07-23,05:36:20,cancelled,Brigade Road Forum Mall,HSR Layout Sector 10 South,12,RD2625931327484927,17.84,,,,
auto,2024-07-14,21:57:20,cancelled,Indiranagar East,Hebbal West,8,RD5414392983995244,43.92,,,,
bike lite,2024-07-03,17:49:20,completed,Whitefield East,Malleshwaram 6th Block,33,RD7510651361536702,19.36,326.23,23.38,349.61,GPay
cab economy,2024-07-12,02:58:20,cancelled,Nandi Hills,Whitefield Channasandra,19,RD8952360684923775,25.86,,,,
bike,2024-07-06,21:23:20,cancelled,MG Road Trinity Circle,HSR Layout Sector 5,25,RD8115633672166056,35.12,,,,
bike lite,2024-07-02,17:36:20,cancelled,Majestic,HAL,24,RD5415636626133017,25.48,,,,
bike lite,2024-07-04,02:57:20,completed,Brigade Road Mayo Hall,Koramangala 4th Block,28,RD8587497382194152,9.42,863.39,7.26,870.65,GPay
auto,2024-07-07,21:01:20,completed,JP Nagar 5th Phase,HSR Layout Sector 5,58,RD8480066223435275,2.03,137.31,34.05,171.36,Paytm
bike lite,2024-07-06,08:47:20,completed,Brigade Road,Victoria Layout,119,RD1962541311463072,1.04,553.88,13.14,567.02,Cash
parcel,2024-07-02,02:49:20,completed,Jayanagar 3rd Block,Banashankari 5th Stage,69,RD7105089663340887,37.71,630.05,25.0,655.05,Paytm
bike,2024-07-17,22:06:20,completed,Banashankari 8th Stage,HSR Layout Sector 7,42,RD2917703209801107,19.32,429.26,34.64,463.9,phonePy
parcel,2024-07-02,04:43:20,cancelled,Sahakar Nagar,Banashankari 6th Stage,29,RD3364882311027358,18.56,,,,
parcel,2024-07-15,20:44:20,completed,JP Nagar 5th Phase,Banashankari 8th Stage,117,RD3475515421130685,38.29,663.2,16.7,679.9000000000001,GPay
cab premium,2024-07-05,13:42:20,completed,Victoria Layout,HSR Layout East,63,RD1642473685197785,44.46,60.96,2.61,63.57,QR scan
auto share,2024-07-14,07:53:20,cancelled,Frazer Town,Brigade Road Eva Mall,42,RD1348426153953261,43.29,,,,
parcel,2024-07-14,10:33:20,cancelled,Peenya,Electronic City South,51,RD7615585413375728,35.47,,,,
cab premium,2024-07-10,21:42:20,cancelled,Kalyan Nagar,Electronic City North,16,RD4286332423691549,47.89,,,,
cab premium,2024-06-25,20:39:20,cancelled,Hebbal East,Koramangala West,115,RD6348766994218558,11.81,,,,
cab premium,2024-07-10,18:52:20,cancelled,HSR Layout Sector 4,Rajajinagar 3rd Block,111,RD6118041293336902,49.78,,,,
bike,2024-07-23,21:38:20,cancelled,Manyata Tech Park,Malleshwaram 5th Block,77,RD4825561948333794,35.43,,,,
bike lite,2024-07-17,19:51:20,cancelled,Avenue Road,JP Nagar 7th Phase,35,RD4686598086401240,48.07,,,,
auto,2024-07-03,02:37:20,cancelled,Indiranagar South,Marathahalli Central,106,RD2333310385830445,11.82,,,,
parcel,2024-07-23,09:54:20,cancelled,Kempapura,JP Nagar Phase 7,105,RD2197905857739718,27.6,,,,
parcel,2024-07-19,22:28:20,completed,Marathahalli Main Road,Malleshwaram 6th Block,86,RD3221989273752149,15.02,887.05,45.29,932.3399999999999,phonePy
bike,2024-07-03,02:50:20,completed,Koramangala,JP Nagar Phase 4,116,RD6861675652756216,27.71,218.02,16.01,234.03,Paytm
auto,2024-07-09,03:54:20,cancelled,Whitefield Mahadevapura,HSR Layout Sector 1 North,96,RD2628648446355928,36.46,,,,
auto,2024-07-19,22:06:20,cancelled,Kengeri,JP Nagar Phase 7,48,RD5230783933582333,13.89,,,,
auto,2024-07-17,04:37:20,cancelled,MG Road North,Whitefield ITPL,38,RD4390111630647496,20.46,,,,
bike lite,2024-07-05,18:15:20,cancelled,Cox Town,JP Nagar 10th Phase,67,RD7674520166397777,21.59,,,,
bike,2024-07-12,01:03:20,cancelled,BTM Layout 4th Stage,HSR Layout Sector 4 North,83,RD9354687712167963,43.07,,,,
parcel,2024-07-18,03:15:20,cancelled,Whitefield Hope Farm Junction,BTM Layout,6,RD7124992353635246,4.27,,,,
cab premium,2024-06-25,05:44:20,completed,Whitefield South,Koramangala South,31,RD9573982547045457,40.07,818.2,2.01,820.21,QR scan
parcel,2024-07-03,07:43:20,completed,JP Nagar Phase 7,Brigade Road,27,RD1770769269587118,46.3,424.76,8.09,432.84999999999997,Cash
cab premium,2024-06-27,03:59:20,completed,HSR Layout Sector 9 South,Cubbon Park,87,RD7141792173955797,13.49,40.43,28.87,69.3,Amazon Pay
cab economy,2024-06-24,11:16:20,cancelled,Koramangala South,Mathikere,99,RD4071753247275540,29.12,,,,
cab premium,2024-06-25,18:44:20,cancelled,JP Nagar 2nd Phase,JP Nagar Phase 5,18,RD3833569810093369,34.7,,,,
auto,2024-07-01,02:05:20,cancelled,HSR Layout,HSR Layout Sector 10,95,RD1066703845177369,28.8,,,,
auto,2024-07-13,19:57:20,cancelled,Shivajinagar,Whitefield ECC Road,80,RD4529178814259715,13.63,,,,
bike lite,2024-07-13,01:02:20,completed,Rajajinagar 3rd Block,Indiranagar 2nd Stage,17,RD6310333575225862,44.12,502.32,43.14,545.46,phonePy
auto share,2024-07-06,17:14:20,completed,Malleshwaram 9th Block,MG Road Mahatma Gandhi Road,79,RD3540801133062742,44.75,144.19,2.91,147.1,phonePy
auto,2024-06-23,15:21:20,cancelled,Banashankari 7th Stage,JP Nagar Phase 5,11,RD7205959795520305,32.82,,,,
auto share,2024-07-18,15:23:20,cancelled,Hebbal East,Electronic City Phase 3,56,RD5848199749158757,31.28,,,,
auto,2024-07-13,21:03:20,cancelled,Koramangala 2nd Block,Hebbal South,46,RD1523596218002897,46.09,,,,
bike,2024-06-26,15:12:20,completed,BTM Layout 2nd Stage,Indiranagar 9th Stage,52,RD6833649221086301,29.64,961.96,23.13,985.09,Amazon Pay
auto share,2024-07-09,13:55:20,completed,JP Nagar 1st Phase,Doddanekundi,31,RD3954666995783521,6.44,894.72,4.2,898.9200000000001,Paytm
cab economy,2024-07-12,22:04:20,cancelled,Koramangala 3rd Block,Whitefield Kadugodi,18,RD1485021933800696,36.37,,,,
cab premium,2024-07-11,02:19:20,completed,HSR Layout Sector 4 North,Indiranagar 3rd Stage,62,RD5364204051040789,22.51,879.61,25.09,904.7,Cash
cab economy,2024-07-08,08:42:20,completed,Indiranagar West,Whitefield West,106,RD7547525352827548,22.74,783.4,25.81,809.2099999999999,GPay
bike lite,2024-07-18,07:42:20,cancelled,Yeshwanthpur,Jayanagar 2nd Block,32,RD3300402120277450,39.17,,,,
bike lite,2024-07-22,11:25:20,completed,Domlur,Malleshwaram,50,RD7932827577062087,16.84,119.27,43.35,162.62,phonePy
cab premium,2024-07-07,12:43:20,cancelled,JP Nagar Phase 2,HSR Layout East,26,RD9006167006077603,35.7,,,,
cab economy,2024-06-27,07:05:20,cancelled,Jayanagar 4th Block East,Brigade Gateway,39,RD6099021873194310,44.75,,,,
cab premium,2024-07-04,21:49:20,cancelled,Magadi Road,Indiranagar 10th Stage,61,RD9362941943220892,24.07,,,,
bike,2024-07-21,04:43:20,completed,Bellandur,Malleshwaram 3rd Block,33,RD2980849013157493,29.77,214.74,26.84,241.58,QR scan
auto share,2024-06-24,15:31:20,cancelled,HSR Layout Sector 2 North,Malleshwaram West,48,RD7065438953157637,21.72,,,,
auto share,2024-06-29,21:20:20,completed,Hebbal Vidyaranyapura,Frazer Town,89,RD9261283317933138,32.11,228.4,29.24,257.64,Paytm
parcel,2024-07-04,16:34:20,cancelled,JP Nagar West,JP Nagar Phase 10,105,RD1937988338813490,27.49,,,,
bike lite,2024-07-13,07:15:20,cancelled,Cubbon Road,Victoria Layout,106,RD4446072973049453,36.06,,,,
bike lite,2024-07-22,12:35:20,completed,Kadubeesanahalli,Brigade Road Forum Mall,95,RD8387606046029868,35.88,362.56,22.62,385.18,GPay
parcel,2024-06-30,12:44:20,completed,Hebbal,Vijayanagar,42,RD6525018041775144,40.3,131.18,46.45,177.63,Paytm
cab premium,2024-06-27,01:24:20,completed,Vignan Nagar,Whitefield Nallurhalli,65,RD8217969580503506,49.84,550.73,27.76,578.49,QR scan
auto,2024-07-01,09:04:20,completed,MG Road,Malleshwaram East,61,RD4400765761285402,23.18,60.32,33.65,93.97,Paytm
bike,2024-07-04,05:17:20,cancelled,HSR Layout North,HSR Layout Sector 6,116,RD9507990679609584,24.74,,,,
cab economy,2024-07-02,18:01:20,cancelled,HSR Layout Sector 2,Brigade Road South,101,RD7646315098787329,7.34,,,,
auto share,2024-07-23,15:15:20,cancelled,MG Road Brigade Road,Hebbal Sanjay Nagar,73,RD4123339789808189,6.09,,,,
auto share,2024-07-20,02:46:20,cancelled,Hoskote,Banashankari 2nd Stage,117,RD1502389430090959,30.09,,,,
parcel,2024-06-24,10:16:20,cancelled,Hebbal South,Hennur,74,RD7350647720100822,23.98,,,,
bike lite,2024-07-21,20:08:20,cancelled,HSR Layout Sector 5 North,MG Road Trinity Circle,27,RD6477250854354789,27.39,,,,
cab economy,2024-06-25,04:17:20,cancelled,JP Nagar 9th Phase,Jayanagar 4th Block East,10,RD1883130840747896,43.72,,,,
cab premium,2024-07-18,01:12:20,completed,Cubbon Road,HSR Layout Sector 9,21,RD2640864000781750,14.09,882.72,12.92,895.64,Paytm
cab economy,2024-07-16,06:47:20,cancelled,Infantry Road,Electronic City East,54,RD7198282463121403,32.63,,,,
cab economy,2024-06-25,23:51:20,cancelled,Whitefield,Brigade Road,100,RD8250507307895412,8.56,,,,
auto,2024-07-02,17:07:20,completed,JP Nagar West,Hebbal,104,RD6744373813434442,7.81,65.38,45.52,110.9,Amazon Pay
auto,2024-07-09,03:45:20,completed,Jayanagar 9th Block,Rajajinagar 4th Block,79,RD3314838388015304,33.12,917.05,36.45,953.5,Paytm
parcel,2024-07-10,17:31:20,cancelled,Hebbal Sanjay Nagar,Banashankari,71,RD6480613846511023,11.23,,,,
bike lite,2024-06-26,05:03:20,cancelled,Rajajinagar,BTM Layout,113,RD5526134015543622,4.75,,,,
auto,2024-07-11,15:07:20,completed,HSR Layout Sector 8 South,Bannerghatta Road,17,RD3101636470774942,26.81,672.16,5.52,677.68,Cash
auto share,2024-06-25,03:57:20,completed,Brigade Road Brigade Gateway,HSR Layout Sector 10,67,RD4451678416173265,44.81,726.88,17.41,744.29,QR scan
cab economy,2024-07-07,22:44:20,completed,HSR Layout Sector 9 South,Brigade Road Central,87,RD8909532282151750,11.13,667.34,7.93,675.27,Amazon Pay
cab premium,2024-07-22,14:31:20,cancelled,Brigade Road South,Brigade Road South,29,RD8757020388349738,35.78,,,,
parcel,2024-06-29,04:14:20,cancelled,Brigade Road Richmond Road,Brigade Road Church Street,19,RD3861275371202098,18.75,,,,
cab economy,2024-07-23,11:06:20,cancelled,Indiranagar South,Indiranagar 4th Stage,67,RD8897618354580007,21.04,,,,
bike lite,2024-07-09,11:29:20,cancelled,Bannerghatta Road,JP Nagar West,98,RD7578961068730492,5.55,,,,
cab economy,2024-06-25,12:26:20,cancelled,Indiranagar 7th Stage,Jayanagar 7th Block,76,RD9160211586223060,46.99,,,,
bike lite,2024-07-02,02:59:20,cancelled,Hebbal North,Electronic City North,107,RD7511480918087895,45.95,,,,
bike lite,2024-07-22,13:02:20,cancelled,Indiranagar 7th Stage,Avenue Road,77,RD7678161717807240,30.62,,,,
auto,2024-07-04,15:49:20,cancelled,Residency Road,Magadi Road,64,RD3068546331884686,26.69,,,,
auto,2024-07-03,06:04:20,cancelled,Kadubeesanahalli,MG Road East,32,RD3893965065642677,3.3,,,,
bike,2024-06-25,06:45:20,completed,Whitefield Immadihalli,BTM Layout 1st Stage,93,RD8981482353732179,31.73,440.62,14.94,455.56,Cash
auto,2024-07-08,23:21:20,completed,Whitefield Borewell Road,Doddanekundi,34,RD9500428492446782,41.52,293.14,25.77,318.90999999999997,Cash
parcel,2024-07-16,00:19:20,cancelled,JP Nagar 6th Phase,Anand Nagar,63,RD9858029621249547,32.05,,,,
bike lite,2024-07-17,15:26:20,completed,Tumkur Road,JP Nagar Phase 4,67,RD2925895675555214,5.37,538.93,20.68,559.6099999999999,GPay
bike,2024-07-09,01:04:20,completed,Whitefield ECC Road,Nandi Hills,13,RD6582082218565826,13.81,544.6,21.11,565.71,Cash
bike lite,2024-07-08,02:22:20,cancelled,Whitefield West,Koramangala,97,RD9911355884917505,43.04,,,,
bike,2024-06-23,23:48:20,completed,Malleshwaram 6th Block,Mysore Road,36,RD3876382818164193,17.75,653.48,37.48,690.96,GPay
cab premium,2024-07-14,19:45:20,completed,Nandini Layout,Marathahalli Central,85,RD9998618687900307,7.75,355.18,10.87,366.05,Paytm
auto,2024-06-27,01:04:20,cancelled,Jayanagar 10th Block East,HSR Layout Sector 4 North,56,RD2078420346702736,35.9,,,,
bike lite,2024-07-06,08:56:20,completed,Banashankari,Hebbal Kempapura,85,RD7635848657439089,9.45,591.13,14.78,605.91,Paytm
cab premium,2024-07-22,07:43:20,completed,Brigade Road Forum Mall,HSR Layout Sector 9,70,RD3203547941219911,16.27,360.69,28.15,388.84,Paytm
bike,2024-06-30,00:24:20,completed,MG Road East,Malleshwaram,112,RD1107383161352570,4.19,118.53,9.67,128.2,Cash
auto share,2024-07-15,05:41:20,cancelled,Nandini Layout,JP Nagar,16,RD5833064620456804,23.83,,,,
cab premium,2024-06-30,14:16:20,cancelled,Neelasandra,Richmond Town,77,RD2532571751507599,4.79,,,,
bike lite,2024-06-23,05:25:20,completed,Koramangala 10th Block,Jayanagar 4th Block East,32,RD9607123411989460,43.33,365.03,48.0,413.03,QR scan
cab economy,2024-06-24,02:06:20,completed,HSR Layout Sector 6 North,Electronic City North,15,RD9230172045730964,2.29,273.55,33.34,306.89,phonePy
auto,2024-07-22,19:54:20,cancelled,Sahakar Nagar,Residency Road,114,RD7155679285746377,16.9,,,,
bike lite,2024-07-14,18:09:20,cancelled,MG Road,Indiranagar 10th Stage,18,RD8047282560255735,9.96,,,,
auto,2024-07-06,14:01:20,completed,Indiranagar 9th Stage,Indiranagar East,9,RD3410486294645616,7.24,345.32,40.55,385.87,phonePy
bike lite,2024-06-27,23:35:20,completed,Koramangala 4th Block,Koramangala 6th Block,65,RD5799931957112674,8.31,677.53,39.77,717.3,GPay
bike lite,2024-07-23,09:40:20,completed,Malleshwaram 4th Block,HSR Layout West,40,RD9380451729471506,5.43,192.94,13.64,206.57999999999998,Amazon Pay
auto,2024-06-28,08:33:20,completed,Whitefield West,Brigade Road Mayo Hall,17,RD4233405620785729,35.38,635.23,29.82,665.0500000000001,Amazon Pay
parcel,2024-07-12,04:27:20,cancelled,BTM Layout 2nd Stage,Malleshwaram 3rd Block,38,RD2163373197948955,8.31,,,,
bike lite,2024-07-22,18:01:20,completed,MG Road Mahatma Gandhi Road,Malleshwaram 4th Block,78,RD2875319392029888,28.18,123.05,26.69,149.74,Cash
auto,2024-07-22,08:01:20,completed,Whitefield West,HSR Layout Sector 4 South,116,RD9891226867336221,23.78,869.53,22.18,891.7099999999999,GPay
parcel,2024-07-11,10:01:20,cancelled,Jayanagar 5th Block East,Koramangala,6,RD4362967994216184,15.98,,,,
bike lite,2024-07-14,02:52:20,cancelled,MG Road Anil Kumble Circle,Hennur,97,RD9366340298302830,5.41,,,,
auto share,2024-07-11,11:57:20,completed,HSR Layout Sector 6 South,Koramangala 4th Block,31,RD3213248241750012,40.56,864.11,21.58,885.69,GPay
bike lite,2024-07-11,17:31:20,cancelled,Brigade Gateway,Lingarajapuram,72,RD3251797220463606,28.96,,,,
auto,2024-07-10,01:39:20,cancelled,HSR Layout Sector 6 South,Benson Town,17,RD9466907774005918,43.14,,,,
bike lite,2024-07-14,05:38:20,cancelled,Bagmane Tech Park,Vidyaranyapura,5,RD4813596360459685,13.63,,,,
bike lite,2024-07-07,10:50:20,cancelled,Rajajinagar 3rd Block,Whitefield Varthur Road,120,RD5853844744215329,7.4,,,,
cab economy,2024-06-30,21:02:20,cancelled,Brigade Road West,Malleshwaram 7th Block,29,RD2158040691570389,3.04,,,,
bike lite,2024-07-15,02:15:20,cancelled,Yelahanka Old Town,HSR Layout Sector 10,91,RD2013799135530933,30.07,,,,
cab economy,2024-07-13,05:16:20,completed,HSR Layout Sector 7,HSR Layout West,22,RD1266170903318278,11.0,937.64,34.97,972.61,QR scan
bike,2024-06-27,00:07:20,cancelled,MG Road Brigade Road,HSR Layout Sector 1 South,17,RD4882157174381036,40.62,,,,
bike,2024-06-28,22:51:20,cancelled,HSR Layout Sector 8 North,HSR Layout West,119,RD3532765396359907,11.58,,,,
auto share,2024-06-30,04:05:20,cancelled,MG Road Mayo Hall,Cunningham Road,104,RD1999116522849682,4.68,,,,
cab premium,2024-07-09,11:00:20,completed,Jayanagar 3rd Block East,Kundalahalli,37,RD8175290578193294,18.23,454.17,31.57,485.74,phonePy
bike,2024-07-10,04:03:20,completed,Lingarajapuram,HSR Layout Sector 6,13,RD8419770288800668,41.42,759.02,26.8,785.8199999999999,Amazon Pay
auto,2024-07-16,03:03:20,cancelled,Hebbal Kodigehalli,Hebbal,101,RD5025060361599990,31.9,,,,
